Video,Quality,Video Bytes Downloaded,Loaded Percentage,Longitude,Latitude,RSRP,RSRQ,SNR,DL_bitrate,UL_bitrate,State,EVENT,SecondCell_RSRP,SecondCell_RSRQ,SecondCell_SNR,Eid_num
idCX7o-9Hr4,hd2160,0.3446004035,34.5,-90.120264,29.934112,-107.0,-16.0,-3.0,0.0,0.0,I,PERIODIC,-108.0,-14.0,6.0,17
idCX7o-9Hr4,hd2160,0.3510671725,35.1,-90.120264,29.934112,-107.0,-16.0,-3.0,0.0,0.0,I,PERIODIC,-108.0,-14.0,6.0,17
idCX7o-9Hr4,hd2160,0.3510671725,35.1,-90.120264,29.934112,-107.0,-16.0,-3.0,85286.0,782.0,D,PERIODIC,-108.0,-14.0,6.0,17
idCX7o-9Hr4,hd2160,0.3555743126,35.6,-90.120264,29.934112,-107.0,-16.0,-3.0,14.0,12.0,D,PERIODIC,-107.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.3607673261,36.1,-90.120264,29.934112,-109.0,-14.0,7.0,52.0,45.0,VD,IRAT_HANDOVER_VOICE_5G4G,,,,17
idCX7o-9Hr4,hd2160,0.3670381305,36.7,-90.120264,29.934112,-109.0,-14.0,7.0,0.0,0.0,VD,PERIODIC,,,,17
idCX7o-9Hr4,hd2160,0.3670381305,36.7,-90.120264,29.934112,-109.0,-13.0,7.0,89769.0,1963.0,VD,PERIODIC,,,,17
idCX7o-9Hr4,hd2160,0.3670381305,36.7,-90.120264,29.934112,-109.0,-13.0,7.0,2.0,2.0,VD,PERIODIC,,,,17
idCX7o-9Hr4,hd2160,0.3726230674,37.3,-90.120264,29.934112,-109.0,-13.0,7.0,0.0,3.0,VD,PERIODIC,,,,17
idCX7o-9Hr4,hd2160,0.3785999307,37.9,-90.120264,29.934112,-109.0,-13.0,7.0,0.0,0.0,I,CALL_END,,,,17
idCX7o-9Hr4,hd2160,0.3785999307,37.9,-90.120264,29.934112,-109.0,-13.0,7.0,8.0,12.0,D,PERIODIC,,,,17
idCX7o-9Hr4,hd2160,0.3817484532,38.2,-90.120264,29.934112,-110.0,-12.0,7.0,86561.0,1083.0,D,PERIODIC,,,,17
idCX7o-9Hr4,hd2160,0.384576794,38.5,-90.120264,29.934112,-114.0,-13.0,-3.0,0.0,0.0,D,IRAT_HANDOVER_DATA_4G5G,-109.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.3896718222,39.0,-90.120264,29.934112,-114.0,-13.0,2.0,0.0,0.0,D,PERIODIC,-109.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.3951587797,39.5,-90.120264,29.934112,-113.0,-13.0,20.0,5.0,8.0,D,PERIODIC,-108.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.3951587797,39.5,-90.120264,29.934112,-113.0,-13.0,20.0,0.0,0.0,D,PERIODIC,-108.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.3951587797,39.5,-90.120264,29.934112,-113.0,-13.0,20.0,0.0,0.0,D,PERIODIC,-108.0,-11.0,6.0,17
idCX7o-9Hr4,hd2160,0.4014295841,40.1,-90.120264,29.934112,-113.0,-13.0,20.0,101202.0,923.0,D,PERIODIC,-108.0,-11.0,6.0,17
idCX7o-9Hr4,hd2160,0.406720577,40.7,-90.120264,29.934112,-113.0,-13.0,20.0,0.0,0.0,D,PERIODIC,-110.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.406720577,40.7,-90.120264,29.934112,-113.0,-13.0,20.0,74.0,73.0,D,PERIODIC,-110.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.406720577,40.7,-90.120264,29.934112,-113.0,-13.0,20.0,0.0,3.0,D,PERIODIC,-110.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.4127954226,41.3,-90.120264,29.934112,-113.0,-13.0,20.0,0.0,2039.0,D,PERIODIC,-110.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.4127954226,41.3,-90.120264,29.934112,-113.0,-13.0,30.0,1.0,1.0,D,PERIODIC,-110.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.4186743035,41.9,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,D,PERIODIC,-110.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.4186743035,41.9,-90.120264,29.934112,-113.0,-13.0,30.0,9.0,7.0,D,PERIODIC,-111.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.4237693317,42.4,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-111.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.4298441774,43.0,-90.120264,29.934112,-112.0,-13.0,40.0,0.0,1602.0,D,PERIODIC,-111.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.4298441774,43.0,-90.120264,29.934112,-112.0,-13.0,40.0,0.0,0.0,D,PERIODIC,-111.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.4361149817,43.6,-90.120264,29.934112,-112.0,-13.0,40.0,0.0,0.0,I,PERIODIC,-110.0,-11.0,5.0,17
idCX7o-9Hr4,hd2160,0.4361149817,43.6,-90.120264,29.934112,-112.0,-13.0,40.0,0.0,0.0,I,PERIODIC,-110.0,-11.0,5.0,17
idCX7o-9Hr4,hd2160,0.4408180865,44.1,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-108.0,-11.0,7.0,17
idCX7o-9Hr4,hd2160,0.4408180865,44.1,-90.120264,29.934112,-113.0,-13.0,35.0,78281.0,633.0,D,PERIODIC,-108.0,-11.0,7.0,17
idCX7o-9Hr4,hd2160,0.4470888938,44.7,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-108.0,-12.0,7.0,17
idCX7o-9Hr4,hd2160,0.4470888938,44.7,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,7.0,17
idCX7o-9Hr4,hd2160,0.4530657571,45.3,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-111.0,-14.0,7.0,17
idCX7o-9Hr4,hd2160,0.4530657571,45.3,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-111.0,-14.0,7.0,17
idCX7o-9Hr4,hd2160,0.4578668413,45.8,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,808.0,D,PERIODIC,-111.0,-12.0,3.0,17
idCX7o-9Hr4,hd2160,0.4578668413,45.8,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-111.0,-12.0,3.0,17
idCX7o-9Hr4,hd2160,0.4628638901,46.3,-90.120264,29.934112,-112.0,-13.0,4.0,0.0,0.0,I,PERIODIC,-108.0,-11.0,6.0,17
idCX7o-9Hr4,hd2160,0.4628638901,46.3,-90.120264,29.934112,-112.0,-13.0,4.0,0.0,0.0,I,PERIODIC,-108.0,-11.0,6.0,17
idCX7o-9Hr4,hd2160,0.4693306592,46.9,-90.120264,29.934112,-112.0,-13.0,4.0,0.0,0.0,I,PERIODIC,-107.0,-10.0,6.0,17
idCX7o-9Hr4,hd2160,0.4749155961,47.5,-90.120264,29.934112,-112.0,-13.0,4.0,0.0,797.0,D,PERIODIC,-107.0,-10.0,6.0,17
idCX7o-9Hr4,hd2160,0.4749155961,47.5,-90.120264,29.934112,-112.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.4749155961,47.5,-90.120264,29.934112,-112.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.4804025536,48.0,-90.120264,29.934112,-112.0,-12.0,40.0,0.0,0.0,D,PERIODIC,-109.0,-12.0,7.0,17
idCX7o-9Hr4,hd2160,0.4804025536,48.0,-90.120264,29.934112,-112.0,-12.0,40.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,7.0,17
idCX7o-9Hr4,hd2160,0.4867713403,48.7,-90.120264,29.934112,-113.0,-13.0,30.0,63644.0,569.0,D,PERIODIC,-108.0,-11.0,7.0,17
idCX7o-9Hr4,hd2160,0.4867713403,48.7,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,D,PERIODIC,-108.0,-11.0,7.0,17
idCX7o-9Hr4,hd2160,0.4919643508,49.2,-90.120264,29.934112,-112.0,-13.0,35.0,7.0,9.0,D,PERIODIC,-107.0,-10.0,8.0,17
idCX7o-9Hr4,hd2160,0.4977452524,49.8,-90.120264,29.934112,-112.0,-13.0,35.0,4.0,4.0,D,PERIODIC,-107.0,-10.0,8.0,17
idCX7o-9Hr4,hd2160,0.4977452524,49.8,-90.120264,29.934112,-113.0,-13.0,30.0,1.0,1.0,D,PERIODIC,-108.0,-14.0,8.0,17
idCX7o-9Hr4,hd2160,0.5039180774,50.4,-90.120264,29.934112,-113.0,-13.0,30.0,108993.0,1858.0,D,PERIODIC,-108.0,-14.0,8.0,17
idCX7o-9Hr4,hd2160,0.5039180774,50.4,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,D,PERIODIC,-107.0,-11.0,4.0,17
idCX7o-9Hr4,hd2160,0.5090131056,50.9,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-107.0,-11.0,4.0,17
idCX7o-9Hr4,hd2160,0.5090131056,50.9,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-108.0,-11.0,4.0,17
idCX7o-9Hr4,hd2160,0.5090131056,50.9,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-108.0,-11.0,4.0,17
idCX7o-9Hr4,hd2160,0.5147940072,51.5,-90.120264,29.934112,-113.0,-13.0,30.0,67503.0,572.0,D,PERIODIC,-108.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.5147940072,51.5,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,D,PERIODIC,-108.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.5209668322,52.1,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-110.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.5209668322,52.1,-90.120264,29.934112,-113.0,-13.0,35.0,2.0,2.0,D,PERIODIC,-110.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.5260618604,52.6,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.5313528533,53.1,-90.120264,29.934112,-113.0,-13.0,35.0,103725.0,716.0,D,PERIODIC,-110.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.5313528533,53.1,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,3.0,D,PERIODIC,-110.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.538309531,53.8,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-110.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.538309531,53.8,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-109.0,-11.0,5.0,17
idCX7o-9Hr4,hd2160,0.5431106152,54.3,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-109.0,-11.0,5.0,17
idCX7o-9Hr4,hd2160,0.5431106152,54.3,-90.120264,29.934112,-113.0,-13.0,35.0,78789.0,1919.0,D,PERIODIC,-109.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.5486955521,54.9,-90.120264,29.934112,-113.0,-13.0,35.0,2.0,2.0,D,PERIODIC,-109.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.5486955521,54.9,-90.120264,29.934112,-113.0,-13.0,35.0,4.0,4.0,D,PERIODIC,-109.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.5486955521,54.9,-90.120264,29.934112,-113.0,-13.0,35.0,7.0,6.0,D,PERIODIC,-109.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.5551623211,55.5,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-109.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.5601593699,56.0,-90.120264,29.934112,-113.0,-13.0,35.0,108126.0,1226.0,D,PERIODIC,-109.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.5601593699,56.0,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-109.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.5660382509,56.6,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-109.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.5660382509,56.6,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,1.0,D,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.5722110759,57.2,-90.120264,29.934112,-113.0,-13.0,35.0,1.0,0.0,D,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.5722110759,57.2,-90.120264,29.934112,-113.0,-13.0,35.0,109294.0,911.0,D,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.5772081247,57.7,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.5772081247,57.7,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-11.0,5.0,17
idCX7o-9Hr4,hd2160,0.5826950822,58.3,-90.120264,29.934112,-113.0,-13.0,35.0,110.0,111.0,D,PERIODIC,-110.0,-11.0,5.0,17
idCX7o-9Hr4,hd2160,0.5826950822,58.3,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,3.0,D,PERIODIC,-110.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.5889658866,58.9,-90.120264,29.934112,-113.0,-13.0,35.0,61647.0,1933.0,D,PERIODIC,-110.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.5942568795,59.4,-90.120264,29.934112,-113.0,-13.0,40.0,0.0,0.0,D,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.5942568795,59.4,-90.120264,29.934112,-113.0,-13.0,40.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.6000377811,60.0,-90.120264,29.934112,-113.0,-13.0,40.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.6000377811,60.0,-90.120264,29.934112,-113.0,-13.0,40.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.6065045501,60.7,-90.120264,29.934112,-113.0,-13.0,40.0,99685.0,1609.0,D,PERIODIC,-110.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.6065045501,60.7,-90.120264,29.934112,-113.0,-13.0,40.0,0.0,0.0,D,PERIODIC,-110.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.6065045501,60.7,-90.120264,29.934112,-114.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.6113056343,61.1,-90.120264,29.934112,-114.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.6174784593,61.7,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.6174784593,61.7,-90.120264,29.934112,-113.0,-13.0,25.0,109675.0,818.0,D,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.6233573402,62.3,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,D,PERIODIC,-109.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.6233573402,62.3,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.628354389,62.8,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-110.0,-14.0,4.0,17
idCX7o-9Hr4,hd2160,0.628354389,62.8,-90.120264,29.934112,-113.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-110.0,-14.0,4.0,17
idCX7o-9Hr4,hd2160,0.6346251964,63.5,-90.120264,29.934112,-112.0,-13.0,35.0,73216.0,547.0,D,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.6346251964,63.5,-90.120264,29.934112,-112.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.6405040773,64.1,-90.120264,29.934112,-112.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.6405040773,64.1,-90.120264,29.934112,-112.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.6454031438,64.5,-90.120264,29.934112,-112.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.6509880807,65.1,-90.120264,29.934112,-112.0,-13.0,35.0,72073.0,580.0,D,PERIODIC,-110.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.6509880807,65.1,-90.120264,29.934112,-112.0,-13.0,35.0,0.0,1.0,D,PERIODIC,-110.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.6573568704,65.7,-90.120264,29.934112,-112.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.6573568704,65.7,-90.120264,29.934112,-112.0,-12.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.6624518986,66.2,-90.120264,29.934112,-112.0,-12.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.6624518986,66.2,-90.120264,29.934112,-112.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-109.0,-12.0,3.0,17
idCX7o-9Hr4,hd2160,0.6624518986,66.2,-90.120264,29.934112,-112.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,3.0,17
idCX7o-9Hr4,hd2160,0.6681348178,66.8,-90.120264,29.934112,-112.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-109.0,-10.0,3.0,17
idCX7o-9Hr4,hd2160,0.6681348178,66.8,-90.120264,29.934112,-112.0,-13.0,35.0,10.0,9.0,D,PERIODIC,-109.0,-10.0,3.0,17
idCX7o-9Hr4,hd2160,0.6746015869,67.5,-90.120264,29.934112,-113.0,-13.0,25.0,1.0,1.0,D,PERIODIC,-110.0,-11.0,4.0,17
idCX7o-9Hr4,hd2160,0.6746015869,67.5,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,D,PERIODIC,-110.0,-11.0,4.0,17
idCX7o-9Hr4,hd2160,0.6795006534,68.0,-90.120264,29.934112,-113.0,-13.0,35.0,99714.0,0.0,D,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.6854775167,68.5,-90.120264,29.934112,-113.0,-13.0,35.0,7.0,7.0,D,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.6854775167,68.5,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.6915523593,69.2,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.6915523593,69.2,-90.120264,29.934112,-113.0,-13.0,35.0,98543.0,710.0,D,PERIODIC,-110.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.6965494081,69.7,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-110.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.6965494081,69.7,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.7025262714,70.3,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.7025262714,70.3,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.7086990964,70.9,-90.120264,29.934112,-113.0,-13.0,35.0,78963.0,650.0,D,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.7086990964,70.9,-90.120264,29.934112,-114.0,-13.0,20.0,2.0,2.0,D,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.7086990964,70.9,-90.120264,29.934112,-114.0,-13.0,20.0,0.0,0.0,D,PERIODIC,-109.0,-12.0,5.0,17
idCX7o-9Hr4,hd2160,0.7135981629,71.4,-90.120264,29.934112,-114.0,-13.0,20.0,0.0,0.0,I,PERIODIC,-110.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.7188891558,71.9,-90.120264,29.934112,-114.0,-13.0,20.0,0.0,0.0,I,PERIODIC,-110.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.7188891558,71.9,-90.120264,29.934112,-114.0,-13.0,20.0,114038.0,2140.0,D,PERIODIC,-110.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.7254539072,72.5,-90.120264,29.934112,-114.0,-13.0,20.0,0.0,0.0,D,PERIODIC,-110.0,-13.0,5.0,17
idCX7o-9Hr4,hd2160,0.7254539072,72.5,-90.120264,29.934112,-113.0,-13.0,35.0,7.0,7.0,D,PERIODIC,-110.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.7306469177,73.1,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-110.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.7306469177,73.1,-90.120264,29.934112,-113.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-110.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.7365257987,73.7,-90.120264,29.934112,-113.0,-13.0,35.0,67289.0,937.0,D,PERIODIC,-110.0,-12.0,4.0,17
idCX7o-9Hr4,hd2160,0.7365257987,73.7,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,D,PERIODIC,-109.0,-11.0,6.0,17
idCX7o-9Hr4,hd2160,0.7426986237,74.3,-90.120264,29.934112,-113.0,-13.0,25.0,9.0,9.0,D,PERIODIC,-109.0,-11.0,6.0,17
idCX7o-9Hr4,hd2160,0.7426986237,74.3,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,67.0,D,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7476956725,74.8,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,D,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7543584062,75.4,-90.120264,29.934112,-113.0,-13.0,25.0,86241.0,688.0,D,PERIODIC,-110.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7543584062,75.4,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,D,PERIODIC,-110.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7606292106,76.1,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-110.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.7606292106,76.1,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,2.0,D,PERIODIC,-110.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.7647444272,76.5,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,5.0,D,PERIODIC,-110.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.7647444272,76.5,-90.120264,29.934112,-113.0,-13.0,25.0,104889.0,1417.0,D,PERIODIC,-110.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.7647444272,76.5,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,D,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7704273465,77.0,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7704273465,77.0,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7771880596,77.7,-90.120264,29.934112,-113.0,-13.0,25.0,6.0,9.0,D,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7771880596,77.7,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,2331.0,D,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.781793182,78.2,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-109.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7869861955,78.7,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7869861955,78.7,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7937469086,79.4,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7937469086,79.4,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.7988419368,79.9,-90.120264,29.934112,-113.0,-13.0,25.0,76694.0,0.0,D,PERIODIC,-108.0,-11.0,6.0,17
idCX7o-9Hr4,hd2160,0.7988419368,79.9,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-108.0,-11.0,6.0,17
idCX7o-9Hr4,hd2160,0.804524856,80.5,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-108.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.804524856,80.5,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-108.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.804524856,80.5,-90.120264,29.934112,-113.0,-13.0,25.0,89231.0,801.0,D,PERIODIC,-108.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.810403737,81.0,-90.120264,29.934112,-113.0,-13.0,25.0,1.0,1.0,D,PERIODIC,-108.0,-12.0,6.0,17
idCX7o-9Hr4,hd2160,0.810403737,81.0,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,D,PERIODIC,-109.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.8214756285,82.1,-90.120264,29.934112,-113.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-109.0,-13.0,6.0,17
idCX7o-9Hr4,hd2160,0.8214756285,82.1,-90.120264,29.934112,-113.0,-13.0,30.0,6.0,6.0,D,PERIODIC,-109.0,-13.0,6.0,17
