Video,Quality,Video Bytes Downloaded,Loaded Percentage,Longitude,Latitude,RSRP,RSRQ,SNR,DL_bitrate,UL_bitrate,State,EVENT,SecondCell_RSRP,SecondCell_RSRQ,SecondCell_SNR,Eid_num
KGerjHMa90s,hd1080,0.01712255475,1.7,-90.120274,29.934127,-111.0,-13.0,35.0,5.0,5.0,D,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.02285995739,2.3,-90.120274,29.934127,-111.0,-13.0,35.0,3.0,3.0,D,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.0311074715,3.1,-90.120334,29.933966,-111.0,-12.0,40.0,22173.0,7193.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.0311074715,3.1,-90.120334,29.933966,-111.0,-12.0,40.0,1.0,1.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.04051842956,4.1,-90.120334,29.933966,-112.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.05540178291,5.5,-90.120334,29.933966,-112.0,-13.0,35.0,2.0,2.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.05540178291,5.5,-90.120334,29.933966,-112.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.07530339521,7.5,-90.120334,29.933966,-112.0,-13.0,35.0,27116.0,3611.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.07790315448,7.8,-90.120334,29.933966,-112.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.08060429714,8.1,-90.120334,29.933966,-112.0,-13.0,35.0,0.0,1.0,D,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.09126054471,9.1,-90.120334,29.933966,-110.0,-13.0,30.0,0.0,0.0,D,PERIODIC,-108.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.1055144022,10.6,-90.120334,29.933966,-110.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.1055144022,10.6,-90.120334,29.933966,-110.0,-13.0,30.0,51481.0,517.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.1211129632,12.1,-90.120334,29.933966,-110.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.1211129632,12.1,-90.120334,29.933966,-110.0,-13.0,30.0,1.0,0.0,D,PERIODIC,-108.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.1211129632,12.1,-90.120334,29.933966,-110.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.1211129632,12.1,-90.120334,29.933966,-110.0,-13.0,30.0,0.0,0.0,D,PERIODIC,-107.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.1211129632,12.1,-90.120334,29.933966,-110.0,-13.0,30.0,26020.0,369.0,D,PERIODIC,-107.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.1343387041,13.4,-90.120334,29.933966,-109.0,-12.0,40.0,0.0,0.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1080,0.1373390507,13.7,-90.12028,29.93409,-109.0,-12.0,40.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1080,0.1529376117,15.3,-90.12028,29.93409,-109.0,-12.0,40.0,2.0,7.0,D,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1080,0.1714945204,17.1,-90.12028,29.93409,-109.0,-12.0,40.0,97.0,99.0,D,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1080,0.1714945204,17.1,-90.12028,29.93409,-109.0,-12.0,40.0,0.0,0.0,D,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1080,0.1714945204,17.1,-90.12028,29.93409,-109.0,-12.0,40.0,49849.0,540.0,D,PERIODIC,-107.0,-11.0,11.0,8
KGerjHMa90s,hd1080,0.1714945204,17.1,-90.12028,29.93409,-110.0,-13.0,40.0,1.0,1.0,D,PERIODIC,-107.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.1870930814,18.7,-90.12028,29.93409,-110.0,-13.0,40.0,2.0,2.0,D,PERIODIC,-107.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.1870930814,18.7,-90.12028,29.93409,-110.0,-13.0,40.0,0.0,0.0,D,PERIODIC,-107.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.1870930814,18.7,-90.12028,29.93409,-110.0,-13.0,40.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.1870930814,18.7,-90.120308,29.933986,-108.0,-12.0,5.0,0.0,0.0,D,PERIODIC,-108.0,-13.0,11.0,8
KGerjHMa90s,hd1080,0.2027812902,20.3,-90.120308,29.933986,-108.0,-12.0,5.0,0.0,0.0,D,PERIODIC,-108.0,-13.0,11.0,8
KGerjHMa90s,hd1080,0.2149403145,21.5,-90.120308,29.933986,-115.0,-12.0,4.0,4.0,4.0,D,PERIODIC,-108.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.2149403145,21.5,-90.120308,29.933986,-115.0,-12.0,3.0,3.0,4.0,D,PERIODIC,-108.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.2149403145,21.5,-90.120308,29.933986,-115.0,-12.0,3.0,3.0,4.0,D,PERIODIC,-108.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.2159593848,21.6,-90.120308,29.933986,-110.0,-13.0,35.0,33910.0,1348.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1080,0.2338887644,23.4,-90.120308,29.933986,-110.0,-13.0,35.0,0.0,121.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1080,0.2338887644,23.4,-90.120308,29.933986,-110.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-108.0,-12.0,11.0,8
KGerjHMa90s,hd1080,0.2338887644,23.4,-90.120308,29.933986,-110.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,11.0,8
KGerjHMa90s,hd1080,0.2469772139,24.7,-90.120308,29.933986,-109.0,-13.0,35.0,0.0,1.0,D,PERIODIC,-108.0,-13.0,9.0,8
KGerjHMa90s,hd1080,0.2469772139,24.7,-90.120308,29.933986,-109.0,-13.0,35.0,0.0,1.0,D,PERIODIC,-108.0,-13.0,9.0,8
KGerjHMa90s,hd1080,0.2469772139,24.7,-90.120245,29.934194,-109.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.2494873254,24.9,-90.120245,29.934194,-109.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.2632033014,26.3,-90.120245,29.934194,-109.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-107.0,-13.0,9.0,8
KGerjHMa90s,hd1080,0.2632033014,26.3,-90.120245,29.934194,-109.0,-13.0,35.0,3.0,5.0,D,PERIODIC,-107.0,-13.0,9.0,8
KGerjHMa90s,hd1080,0.2632033014,26.3,-90.120245,29.934194,-109.0,-13.0,35.0,29614.0,360.0,D,PERIODIC,-107.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.2632033014,26.3,-90.120245,29.934194,-109.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.2955419249,29.6,-90.120245,29.934194,-109.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,9.0,8
KGerjHMa90s,hd1080,0.2955419249,29.6,-90.120245,29.934194,-109.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,9.0,8
KGerjHMa90s,hd1080,0.2955419249,29.6,-90.120245,29.934194,-109.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.2962830084,29.6,-90.120245,29.934194,-109.0,-13.0,35.0,30654.0,333.0,D,PERIODIC,-108.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.3430786914,34.3,-90.120245,29.934194,-109.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-107.0,-14.0,9.0,8
KGerjHMa90s,hd1080,0.3430786914,34.3,-90.120245,29.934194,-109.0,-13.0,35.0,5.0,3.0,D,PERIODIC,-107.0,-14.0,9.0,8
KGerjHMa90s,hd1080,0.3430786914,34.3,-90.120245,29.934194,-109.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-107.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.3430786914,34.3,-90.120245,29.934194,-109.0,-13.0,35.0,0.0,1.0,D,PERIODIC,-107.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.3430786914,34.3,-90.120245,29.934194,-109.0,-13.0,35.0,35501.0,375.0,D,PERIODIC,-106.0,-11.0,9.0,8
KGerjHMa90s,hd1080,0.3430786914,34.3,-90.120245,29.934194,-109.0,-13.0,35.0,3.0,3.0,D,PERIODIC,-106.0,-11.0,9.0,8
KGerjHMa90s,hd1080,0.3430786914,34.3,-90.120245,29.934194,-109.0,-13.0,35.0,1.0,1.0,D,PERIODIC,-106.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.3430786914,34.3,-90.120245,29.934194,-109.0,-13.0,35.0,2.0,2.0,D,PERIODIC,-106.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.3742758133,37.4,-90.120245,29.934194,-109.0,-13.0,35.0,2.0,2.0,D,PERIODIC,-105.0,-13.0,9.0,8
KGerjHMa90s,hd1080,0.3742758133,37.4,-90.120245,29.934194,-109.0,-13.0,35.0,1.0,1.0,D,PERIODIC,-105.0,-13.0,9.0,8
KGerjHMa90s,hd1080,0.3742758133,37.4,-90.120245,29.934194,-109.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.3742758133,37.4,-90.120245,29.934194,-109.0,-13.0,35.0,32.0,33.0,D,PERIODIC,-107.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.3742758133,37.4,-90.120245,29.934194,-109.0,-13.0,25.0,5.0,6.0,D,PERIODIC,-106.0,-11.0,10.0,8
KGerjHMa90s,hd1080,0.3742758133,37.4,-90.120245,29.934194,-109.0,-13.0,25.0,0.0,0.0,D,PERIODIC,-106.0,-11.0,10.0,8
KGerjHMa90s,hd1080,0.3742758133,37.4,-90.120245,29.934194,-110.0,-12.0,35.0,30919.0,4055.0,D,PERIODIC,-106.0,-12.0,12.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120245,29.934194,-110.0,-12.0,35.0,10.0,14.0,D,PERIODIC,-106.0,-12.0,12.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120245,29.934194,-110.0,-12.0,35.0,0.0,0.0,D,PERIODIC,-108.0,-12.0,12.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120245,29.934194,-110.0,-12.0,35.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,12.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120245,29.934194,-110.0,-12.0,35.0,0.0,0.0,D,PERIODIC,-108.0,-12.0,12.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120245,29.934194,-109.0,-12.0,35.0,0.0,0.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120245,29.934194,-109.0,-12.0,35.0,38231.0,0.0,D,PERIODIC,-107.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120245,29.934194,-109.0,-12.0,35.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,10.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120245,29.934194,-109.0,-12.0,35.0,0.0,0.0,I,PERIODIC,-106.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120245,29.934194,-109.0,-12.0,35.0,8.0,8.0,D,PERIODIC,-106.0,-13.0,10.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120245,29.934194,-110.0,-12.0,40.0,0.0,0.0,D,PERIODIC,-106.0,-11.0,12.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120279,29.934105,-110.0,-12.0,40.0,0.0,0.0,I,PERIODIC,-106.0,-11.0,12.0,8
KGerjHMa90s,hd1080,0.4366700573,43.7,-90.120279,29.934105,-110.0,-13.0,40.0,0.0,0.0,I,PERIODIC,-106.0,-13.0,12.0,8
KGerjHMa90s,hd1080,0.4567451458,45.7,-90.120279,29.934105,-110.0,-13.0,40.0,0.0,0.0,I,PERIODIC,-106.0,-13.0,12.0,8
KGerjHMa90s,hd1080,0.4567451458,45.7,-90.120279,29.934105,-110.0,-13.0,40.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,12.0,8
KGerjHMa90s,hd1080,0.4567451458,45.7,-90.120279,29.934105,-110.0,-13.0,40.0,35006.0,519.0,D,PERIODIC,-107.0,-13.0,12.0,8
KGerjHMa90s,hd1080,0.4567451458,45.7,-90.120279,29.934105,-110.0,-13.0,40.0,0.0,0.0,D,PERIODIC,-107.0,-12.0,12.0,8
KGerjHMa90s,hd1080,0.4990643013,49.9,-90.120279,29.934105,-110.0,-13.0,40.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,12.0,8
KGerjHMa90s,hd1080,0.4990643013,49.9,-90.120279,29.934105,-109.0,-12.0,35.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,9.0,8
KGerjHMa90s,hd1080,0.4990643013,49.9,-90.120279,29.934105,-109.0,-12.0,35.0,2.0,4.0,D,PERIODIC,-107.0,-13.0,9.0,8
KGerjHMa90s,hd1080,0.4990643013,49.9,-90.120279,29.934105,-110.0,-13.0,40.0,32044.0,456.0,D,PERIODIC,-107.0,-12.0,9.0,8
KGerjHMa90s,hd1080,0.4990643013,49.9,-90.120279,29.934105,-110.0,-13.0,40.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,9.0,8
KGerjHMa90s,hd1440,0.4990643013,49.9,-90.120279,29.934105,-109.0,-12.0,4.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.4990643013,49.9,-90.120279,29.934105,-109.0,-12.0,3.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.4990643013,49.9,-90.120279,29.934105,-109.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-106.0,-13.0,8.0,8
KGerjHMa90s,hd1440,0.4990643013,49.9,-90.120279,29.934105,-109.0,-13.0,35.0,1.0,1.0,D,PERIODIC,-106.0,-13.0,8.0,8
KGerjHMa90s,hd1440,0.4990643013,49.9,-90.120279,29.934105,-109.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-108.0,-13.0,8.0,8
KGerjHMa90s,hd1440,0.4990643013,49.9,-90.120279,29.934105,-109.0,-13.0,35.0,0.0,0.0,I,PERIODIC,-108.0,-13.0,8.0,8
KGerjHMa90s,hd1440,0.4990643013,49.9,-90.120279,29.934105,-109.0,-13.0,35.0,4.0,4.0,D,PERIODIC,-106.0,-13.0,8.0,8
KGerjHMa90s,hd1440,0.5116148694,51.2,-90.120279,29.934105,-109.0,-13.0,35.0,0.0,0.0,D,PERIODIC,-106.0,-13.0,8.0,8
KGerjHMa90s,hd1440,0.5116148694,51.2,-90.120279,29.934105,-112.0,-13.0,30.0,36235.0,1248.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5116148694,51.2,-90.120279,29.934105,-112.0,-13.0,30.0,10.0,11.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5116148694,51.2,-90.120279,29.934105,-110.0,-13.0,30.0,74.0,74.0,D,PERIODIC,-106.0,-12.0,10.0,8
KGerjHMa90s,hd1440,0.5116148694,51.2,-90.120279,29.934105,-110.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-106.0,-12.0,10.0,8
KGerjHMa90s,hd1440,0.5116148694,51.2,-90.120279,29.934105,-110.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-107.0,-14.0,10.0,8
KGerjHMa90s,hd1440,0.5116148694,51.2,-90.120279,29.934105,-110.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-107.0,-14.0,10.0,8
KGerjHMa90s,hd1440,0.5302614233,53.0,-90.120279,29.934105,-111.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5302614233,53.0,-90.120279,29.934105,-111.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5302614233,53.0,-90.120279,29.934105,-111.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5302614233,53.0,-90.120279,29.934105,-111.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-108.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5302614233,53.0,-90.120279,29.934105,-111.0,-13.0,25.0,26947.0,1176.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5302614233,53.0,-90.120279,29.934105,-111.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5302614233,53.0,-90.120279,29.934105,-111.0,-13.0,25.0,0.0,2.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5458599843,54.6,-90.120279,29.934105,-111.0,-13.0,25.0,5.0,6.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5458599843,54.6,-90.120279,29.934105,-111.0,-13.0,25.0,0.0,0.0,D,PERIODIC,-108.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5458599843,54.6,-90.120279,29.934105,-111.0,-13.0,25.0,27836.0,301.0,D,PERIODIC,-108.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5458599843,54.6,-90.120279,29.934105,-111.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5458599843,54.6,-90.120345,29.933975,-111.0,-13.0,25.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5459496321,54.6,-90.120345,29.933975,-110.0,-14.0,25.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5523145612,55.2,-90.120345,29.933975,-110.0,-14.0,25.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5523145612,55.2,-90.120345,29.933975,-111.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5537489125,55.4,-90.120345,29.933975,-111.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5537489125,55.4,-90.120345,29.933975,-111.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5652237151,56.5,-90.120345,29.933975,-111.0,-13.0,30.0,78250.0,2150.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5537489125,55.4,-90.120345,29.933975,-111.0,-13.0,30.0,78250.0,2150.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5652237151,56.5,-90.120345,29.933975,-111.0,-13.0,30.0,0.0,16.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5652237151,56.5,-90.120275,29.934083,-111.0,-13.0,30.0,10.0,10.0,D,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5770571062,57.7,-90.120275,29.934083,-111.0,-13.0,30.0,22.0,15.0,D,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5770571062,57.7,-90.120275,29.934083,-111.0,-13.0,30.0,14.0,14.0,D,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5770571062,57.7,-90.120275,29.934083,-111.0,-13.0,30.0,36154.0,3981.0,D,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5770571062,57.7,-90.120275,29.934083,-111.0,-13.0,30.0,1.0,1.0,D,PERIODIC,-108.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5926556672,59.3,-90.120275,29.934083,-111.0,-13.0,30.0,15.0,15.0,D,PERIODIC,-108.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5926556672,59.3,-90.120275,29.934083,-111.0,-13.0,30.0,10.0,10.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5926556672,59.3,-90.120275,29.934083,-111.0,-13.0,30.0,0.0,0.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5926556672,59.3,-90.120275,29.934083,-111.0,-13.0,30.0,26893.0,1703.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5926556672,59.3,-90.120275,29.934083,-111.0,-13.0,30.0,0.0,0.0,D,PERIODIC,-107.0,-12.0,11.0,8
KGerjHMa90s,hd1440,0.5926556672,59.3,-90.120275,29.934083,-111.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-108.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5992895398,59.9,-90.120275,29.934083,-111.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-108.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.5992895398,59.9,-90.120275,29.934083,-111.0,-13.0,30.0,1.0,1.0,D,PERIODIC,-108.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.6082542282,60.8,-90.120275,29.934083,-111.0,-13.0,30.0,95616.0,1865.0,D,PERIODIC,-108.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.6082542282,60.8,-90.120275,29.934083,-111.0,-13.0,30.0,6.0,3.0,D,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.6082542282,60.8,-90.120275,29.934083,-111.0,-13.0,30.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,11.0,8
KGerjHMa90s,hd1440,0.6169499786,61.7,-90.120275,29.934083,-117.0,-14.0,10.0,0.0,0.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1440,0.6169499786,61.7,-90.120275,29.934083,-117.0,-14.0,10.0,4.0,4.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1440,0.6169499786,61.7,-90.120275,29.934083,-117.0,-14.0,0.0,89929.0,1898.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1440,0.6169499786,61.7,-90.120275,29.934083,-117.0,-14.0,0.0,0.0,0.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd1440,0.6238527892,62.4,-90.120275,29.934083,-117.0,-14.0,0.0,0.0,0.0,I,PERIODIC,-107.0,-14.0,9.0,8
KGerjHMa90s,hd1440,0.6238527892,62.4,-90.120275,29.934083,-117.0,-14.0,0.0,0.0,0.0,I,PERIODIC,-107.0,-14.0,9.0,8
KGerjHMa90s,hd2160,0.0,0.0,-90.120275,29.934083,-116.0,-14.0,0.0,0.0,0.0,I,PERIODIC,-107.0,-14.0,12.0,8
KGerjHMa90s,hd2160,0.0,0.0,-90.120275,29.934083,-116.0,-14.0,0.0,71965.0,2165.0,D,PERIODIC,-107.0,-14.0,12.0,8
KGerjHMa90s,hd2160,0.0,0.0,-90.120275,29.934083,-116.0,-14.0,0.0,8.0,7.0,D,PERIODIC,-108.0,-13.0,12.0,8
KGerjHMa90s,hd2160,0.379825378,38.0,-90.120275,29.934083,-116.0,-14.0,0.0,3.0,3.0,D,PERIODIC,-108.0,-13.0,12.0,8
KGerjHMa90s,hd2160,0.3878763164,38.8,-90.120275,29.934083,-116.0,-15.0,15.0,0.0,0.0,D,PERIODIC,-107.0,-13.0,12.0,8
KGerjHMa90s,hd2160,0.3922596032,39.2,-90.120275,29.934083,-116.0,-15.0,15.0,3.0,3.0,D,PERIODIC,-107.0,-13.0,12.0,8
KGerjHMa90s,hd2160,0.3977163512,39.8,-90.120275,29.934083,-114.0,-15.0,10.0,103194.0,1128.0,D,PERIODIC,-108.0,-12.0,12.0,8
KGerjHMa90s,hd2160,0.4043360107,40.4,-90.120275,29.934083,-114.0,-15.0,10.0,2.0,2.0,D,PERIODIC,-108.0,-12.0,12.0,8
KGerjHMa90s,hd2160,0.4043360107,40.4,-90.120275,29.934083,-114.0,-14.0,25.0,2.0,2.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.4089876649,40.9,-90.120275,29.934083,-114.0,-14.0,25.0,0.0,0.0,I,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.4183804263,41.8,-90.120275,29.934083,-114.0,-14.0,25.0,0.0,0.0,D,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.4248211769,42.5,-90.120275,29.934083,-114.0,-14.0,25.0,147032.0,1937.0,D,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.4289571046,42.9,-90.120275,29.934083,-114.0,-14.0,25.0,0.0,0.0,D,PERIODIC,-108.0,-14.0,10.0,8
KGerjHMa90s,hd2160,0.4317092011,43.2,-90.120275,29.934083,-114.0,-14.0,25.0,3.0,3.0,D,PERIODIC,-108.0,-14.0,10.0,8
KGerjHMa90s,hd2160,0.437792134,43.8,-90.120275,29.934083,-114.0,-14.0,25.0,0.0,0.0,I,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.437792134,43.8,-90.120275,29.934083,-114.0,-14.0,25.0,1.0,2.0,D,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.4429805147,44.3,-90.120275,29.934083,-114.0,-14.0,25.0,135217.0,1615.0,D,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.4429805147,44.3,-90.120275,29.934083,-114.0,-14.0,25.0,2.0,2.0,D,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.4481688981,44.8,-90.120275,29.934083,-114.0,-14.0,25.0,2.0,2.0,D,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.4481688981,44.8,-90.120275,29.934083,-114.0,-14.0,25.0,1.0,1.0,D,PERIODIC,-108.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.4529994611,45.3,-90.120275,29.934083,-114.0,-14.0,25.0,1.0,1.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.4529994611,45.3,-90.120275,29.934083,-114.0,-14.0,25.0,103165.0,958.0,D,PERIODIC,-107.0,-13.0,10.0,8
KGerjHMa90s,hd2160,0.4529994611,45.3,-90.120275,29.934083,-114.0,-14.0,25.0,6.0,4.0,D,PERIODIC,-108.0,-13.0,10.0,8
